OBJECTID,IN_FID,2019年线上送餐快餐可达性,2019年线上送餐快餐可得性,2019年线上送餐快餐平均价格,2019年线上送餐快餐可选择性,2019年线上送餐正餐可达性,2019年线上送餐正餐可得性,2019年线上送餐正餐平均价格,2019年线上送餐正餐可选择性,2019年线下步行快餐可达性,2019年线下步行快餐可得性,2019年线下步行快餐平均价格,2019年线下步行快餐可选择性,2019年线下步行正餐可达性,2019年线下步行正餐可得性,2019年线下步行正餐平均价格,2019年线下步行正餐可选择性,2023年线上送餐快餐可达性,2023年线上送餐快餐可得性,2023年线上送餐快餐平均价格,2023年线上送餐快餐可选择性,2023年线上送餐正餐可达性,2023年线上送餐正餐可得性,2023年线上送餐正餐平均价格,2023年线上送餐正餐可选择性,2023年线下步行快餐可达性,2023年线下步行快餐可得性,2023年线下步行快餐平均价格,2023年线下步行快餐可选择性,2023年线下步行正餐可达性,2023年线下步行正餐可得性,2023年线下步行正餐平均价格,2023年线下步行正餐可选择性,2025年线上送餐快餐可达性,2025年线上送餐快餐可得性,2025年线上送餐快餐平均价格,2025年线上送餐快餐可选择性,2025年线上送餐正餐可达性,2025年线上送餐正餐可得性,2025年线上送餐正餐平均价格,2025年线上送餐正餐可选择性,2025年线下步行快餐可达性,2025年线下步行快餐可得性,2025年线下步行快餐平均价格,2025年线下步行快餐可选择性,2025年线下步行正餐可达性,2025年线下步行正餐可得性,2025年线下步行正餐平均价格,2025年线下步行正餐可选择性,Cluster,建成时长,物业费,与市中心的距离,省,城市,行政区,小区,均价,地址,lng,lat
1919,1919,1450.880017,0.006571608,21.99912788,6.339199227,728.2364314,0.003248536,32.68055589,10.21266468,202.6333268,0.02344213,26.05785595,5.671804443,261.6906039,0.011152112,72.55353868,9.729933218,3031.424197,0.014298585,22.81471882,7.23613698,604.4393634,0.002865262,31.4594796,11.03925467,107.3491618,0.012117946,19.15789631,4.808415401,203.8196444,0.008462878,66.89087306,10.18771411,1127.256222,0.005449799,24.2164171,7.05184899,757.0226235,0.003592547,44.83815175,11.22987371,87.81815076,0.009919263,22.98599598,6.074014105,161.7763762,0.00673304,74.73548229,10.15033677,4,15,0.4,4317.129821,浙江,杭州,上城,"机场路一巷9,15,19号小区",28941,"上城 - 三里亭 - 机场路一巷9,15,19号",120.186923,30.2888
1920,1920,1788.912043,0.007001286,22.07505699,6.264106185,1080.708625,0.004276632,35.11837544,10.309277,168.3422725,0.015994858,24.30582141,5.766012595,253.9411258,0.007584225,106.0451832,11.0887057,3461.608387,0.013670907,23.36912313,7.226872726,745.4299796,0.002963485,28.98416063,10.48976283,113.0091322,0.010444715,22.60214745,4.544360694,195.3586534,0.005744187,117.8219138,11.91146742,1275.708295,0.005083632,24.99697716,7.177764415,979.3980884,0.003873208,48.47154036,11.25549096,90.77742836,0.008447591,28.16259372,5.994343613,151.6237262,0.004530327,102.8236943,10.5912236,4,15,0.5,2722.931374,浙江,杭州,拱墅,"莫干山路90,94号小区",30200,"拱墅 - 湖墅 - 莫干山路90,94号",120.146378,30.281043
1921,1921,1980.205924,0.007758531,22.33356065,6.374968087,1124.90525,0.004456287,35.13811112,10.19824583,326.1655817,0.020555637,23.67158265,5.145737647,370.0833823,0.008243213,84.73231964,12.13865351,4107.565191,0.016313539,23.23138865,7.21905483,774.2267684,0.003047317,28.99807015,10.95513534,204.8017565,0.01285955,23.81662529,5.451594154,346.942003,0.007721298,85.66555128,12.46190809,1447.403099,0.005738077,25.00527609,7.166045677,1089.786442,0.004320589,48.69249774,11.11920856,188.666882,0.011870474,25.40623962,6.339368241,261.346272,0.005838098,85.41113854,12.8744428,4,15,0.5,1825.277357,浙江,杭州,拱墅,太平桥横街16号小区,30600,拱墅 - 长庆 - 太平桥横街16号,120.173837,30.266017
1922,1922,1606.332582,0.006840423,22.07427135,6.355413012,825.5684052,0.00347587,33.34006271,10.06235621,159.2272881,0.017852842,26.00378776,5.401309847,228.1797406,0.009183771,73.10735048,10.16544596,3289.325369,0.014493664,22.86565826,7.24354659,645.3696556,0.0028334,31.07263723,11.16861727,86.79178317,0.009501767,18.64199362,5.244623058,165.840675,0.0065528,71.77840434,10.29379827,1204.938427,0.005362707,24.38712968,7.074770468,829.4117565,0.00363103,45.7398585,11.15718415,71.79043844,0.008194232,23.3871162,5.952455977,135.5370702,0.005359595,76.38418856,10.03825981,4,15,2,3910.508997,浙江,杭州,上城,红树林花园,30785,上城 - 闸弄口 - 天城路207-233号,120.184511,30.285501
1923,1923,1388.51344,0.00681093,22.46699037,6.225782045,721.3329498,0.003641631,35.86129553,10.6390985,139.9754327,0.022151786,22.22950045,4.572637934,209.6712782,0.010469003,128.8513646,10.81844043,2929.74669,0.014411955,23.30894428,7.201911147,530.8251205,0.002711598,29.37150718,10.86721617,47.23627163,0.007654175,21.1365239,4.186371733,175.4862036,0.011254832,198.9458722,11.64133433,1090.92246,0.005405365,24.40094302,7.018783517,738.6794346,0.003777425,46.45566657,11.28187398,48.38300897,0.007821054,26.72795337,6.3533916,152.0207092,0.009254896,195.7906669,11.76965195,4,15,0.86,3923.382419,浙江,杭州,上城,静怡花苑,31165,上城 - 凯旋/采荷 - 秋涛路550号,120.196012,30.24592
1924,1924,1840.630794,0.006887572,22.17383373,6.319177503,1057.111086,0.00400437,35.83860797,10.17657322,137.7702074,0.014839702,23.8948605,5.480986771,327.6198213,0.009464294,102.9996369,13.24140648,3718.79498,0.014093804,23.03293944,7.232662783,737.2250745,0.002780638,28.88642383,10.6130239,129.4070421,0.013967394,26.37609067,5.379351913,298.6222293,0.008638986,108.6137472,13.25643395,1281.42092,0.004830156,25.04888913,7.114736541,986.7845279,0.003721545,48.82998742,11.03416385,119.8973096,0.013338135,30.46880617,6.52241433,260.0126808,0.007480357,114.7047081,12.89599364,4,15,1.5,2315.836262,浙江,杭州,拱墅,秋水巷,31600,拱墅 - 朝晖 - 朝晖路,120.164022,30.278959
1925,1925,1005.360978,0.009676294,21.03191848,5.893770057,516.3878114,0.004859165,31.88861031,10.06717122,122.1731704,0.029965524,20.12578018,5.782567224,185.5304997,0.013213414,80.43554711,10.63336606,2475.60338,0.024318227,22.98260205,7.229101655,622.4906991,0.005851647,30.26320218,10.99021816,79.63281768,0.020781766,18.25701418,5.234688895,271.3005527,0.019019179,77.79084186,12.06266235,1084.158934,0.010587308,23.8098322,6.745074695,654.6710517,0.006271476,47.09801845,11.82164133,119.2980411,0.029850073,23.96192317,6.097244667,197.3224537,0.013324561,68.2925878,10.8194686,1,15,0.5,8814.761017,浙江,杭州,滨江,河畔花园,32222,滨江 - 西兴 - 古塘路31号,120.220146,30.193782
1926,1926,1295.612772,0.00657899,21.00062904,6.146537958,658.6483048,0.003274355,32.07554001,9.849881285,123.9433794,0.01716639,25.46293446,6.305130058,195.3297291,0.007846293,95.15814384,11.63032778,3005.420627,0.01605145,22.97737398,7.249897603,624.2673021,0.00327599,29.53114283,10.22594688,92.20789834,0.012353286,23.37427996,5.390336046,237.3655251,0.009403163,97.06008432,13.14804646,1128.200253,0.006282225,23.43479058,6.892713733,699.5195801,0.003652453,44.71796114,10.80425639,77.97063169,0.010323646,23.55838232,6.394962447,171.5744573,0.006849918,98.83095066,11.88795433,4,15,0.6,6397.022059,浙江,杭州,拱墅,登云阁,33004,拱墅 - 拱宸桥 - 登云路428号,120.136326,30.316633
1927,1927,1499.601427,0.007067376,21.2289806,6.177228707,895.8766242,0.004237587,33.10078451,10.33819537,337.3760142,0.077640215,21.51900021,4.651737113,379.639784,0.020149678,84.35218591,12.37775454,2978.290434,0.014236539,23.28138079,7.252614011,657.9105547,0.003120759,28.71653828,10.17865164,230.6841396,0.05157628,23.91621611,4.776920214,365.7213382,0.01910227,94.14511568,12.05387327,1155.283723,0.005594174,24.28365368,7.105015705,768.3697492,0.003657281,46.24421744,11.21214341,211.6885561,0.045134378,26.10140547,5.858285151,284.6642354,0.014571603,79.98252048,11.51127087,4,15,1.5,3945.900483,浙江,杭州,西湖,华门世家,33520,西湖 - 文三路 - 文三路383号,120.125568,30.278658
1928,1928,684.9153623,0.011759803,20.14226607,5.70075886,295.381853,0.004995598,30.66664305,9.397704789,93.14178534,0.033105217,24.51122062,5.294605864,113.2671045,0.011645585,95.74472033,11.68990124,1295.465864,0.022169797,23.63461709,7.300407582,270.4710982,0.004564297,24.3362634,10.98712779,40.57311853,0.011725523,27.98654152,5.732841726,85.96269248,0.008427502,94.14115744,11.61416877,626.5157571,0.010438672,22.3952968,6.848244265,321.2434184,0.005451917,38.70169987,10.19301125,28.53081882,0.007561893,22.62692978,6.945556381,55.56408832,0.005574033,91.05632164,12.13581343,4,15,1.2,7080.865973,浙江,杭州,滨江,临江花园(公寓住宅),33788,滨江 - 彩虹城 - 西环路33号,120.14041,30.188007
1929,1929,1867.819428,0.00702579,22.15447196,6.376487226,1062.47073,0.004041235,35.49571199,10.19137994,108.3240124,0.010110272,23.38968848,5.48695786,299.8202686,0.008341665,90.64653418,13.152366,3807.842492,0.014520843,23.00340395,7.233488941,744.7283732,0.002820578,28.97376095,10.61940572,84.63311822,0.007810228,24.06759077,5.325914026,242.9098647,0.006792738,98.213316,13.49663619,1313.162993,0.004977391,25.01039974,7.113721602,998.7756042,0.003782647,48.72943426,11.02298312,69.08136068,0.006465841,24.44269877,6.488520519,207.6302301,0.005793659,110.6112493,13.29861578,4,15,1.5,2386.195239,浙江,杭州,拱墅,滨河公寓,33789,"拱墅 - 和平 - 朝晖路,近上塘路",120.168126,30.278252
1930,1930,1572.550044,0.008552107,20.63743627,6.091952666,895.4710288,0.004847051,31.38707674,9.962973122,228.3579595,0.02898483,22.79518354,4.847686467,302.9443333,0.012231263,70.52718473,11.93776387,3056.060521,0.016941217,23.04614835,7.232995885,673.1477767,0.003634524,28.49661568,10.15563996,118.9904766,0.016009336,19.3498718,4.678464534,295.3485724,0.011962256,73.75829918,11.72340269,1235.819131,0.006913235,23.81020842,6.968065158,746.4964557,0.00409858,44.881353,11.11445908,95.62880132,0.013044345,24.17029128,5.783331303,222.0774158,0.008992239,65.85625091,11.07185364,4,15,1.2,5348.340972,浙江,杭州,西湖,嘉绿莲苑,33800,"西湖 - 嘉绿 - 文二西路,近通普路",120.11199,30.283391
1931,1931,759.6045919,0.006395055,22.46063882,5.911695811,437.7458418,0.00366335,35.439654,10.29219914,93.49192807,0.017959122,21.68119052,5.098706047,93.42919221,0.005992216,75.88396232,10.96936227,1742.968713,0.01442778,23.01878297,7.207880489,375.7997845,0.003432379,26.08092085,11.23584374,82.65146421,0.014946464,19.73378789,5.159643034,122.6560521,0.007951235,102.2749533,10.3831231,718.0407137,0.006319058,24.41034504,6.809876604,454.345405,0.00401898,47.0981528,10.98517301,55.11034023,0.010406655,22.99619498,6.969255312,85.81886167,0.005615488,92.73950188,10.33114273,4,15,0.5,3965.957278,浙江,杭州,上城,复兴东苑,34014,"上城 - 复兴 - 复兴路,近秋涛路",120.166072,30.217655
1932,1932,2029.876482,0.008080109,22.32483748,6.381101232,1148.182562,0.004605569,35.01274219,10.12144665,279.7302407,0.018492517,23.45702716,5.473606,334.9143843,0.007460596,84.40525184,11.96251327,4188.200743,0.016876325,23.2166992,7.217619531,785.7701168,0.003127635,29.17407323,11.00296255,185.5509376,0.0122657,24.6852279,5.561528088,314.3990448,0.006967858,83.57610592,12.33417433,1485.767981,0.005975021,24.94926519,7.161584559,1116.517717,0.004489398,48.45637488,11.13383427,164.9879014,0.010808273,25.77228362,6.719088723,226.5271981,0.004993433,82.27700258,12.17904268,4,15,1.2,2110.684246,浙江,杭州,拱墅,建国公寓,34200,拱墅 - 潮鸣 - 建国北路218号,120.177212,30.265786
1933,1933,1807.012235,0.006951988,22.1248411,6.294792673,1082.642987,0.004218504,35.47943699,10.26423019,155.7033373,0.016316254,24.06045798,5.73104755,316.3170067,0.009440634,112.0700167,12.21886343,3510.037742,0.013624498,23.32276296,7.248281809,741.2564466,0.002892307,28.92687008,10.52469973,102.0482451,0.0105159,21.78861512,4.274455282,264.8130725,0.007830682,120.7330806,12.74484169,1269.327646,0.004957425,25.04877546,7.188106937,983.8562973,0.003828576,48.65809211,11.15141628,71.54420696,0.007264889,30.74289646,5.76769825,213.1509151,0.006348419,110.8453262,11.91813067,4,15,0.5,2511.212751,浙江,杭州,拱墅,湖墅南路99号小区,34200,拱墅 - 湖墅 - 湖墅南路99号,120.150198,30.280323
1934,1934,1790.051456,0.006957998,22.06805667,6.268008912,1067.023846,0.004185776,35.21740916,10.31759744,160.5683783,0.013990797,24.27296597,5.689715922,270.2165726,0.007674942,104.1604988,11.22667034,3470.439231,0.013613417,23.35054312,7.234964506,741.3298505,0.002920396,28.94054653,10.47944824,121.8313433,0.010349112,22.95140445,4.532250807,224.3965847,0.006327539,113.782227,11.82284003,1266.991907,0.005007781,24.96102222,7.175573198,968.2470588,0.003793446,48.41752009,11.22037263,86.64801462,0.007416113,27.93759616,5.81401883,170.6257452,0.004854826,101.4831205,10.86938537,4,15,0.4,2826.847491,浙江,杭州,拱墅,星河明苑,34327,拱墅 - 湖墅 - 湖墅南路171号,120.148384,30.283028
1935,1935,1858.289329,0.006978249,22.25309316,6.329708478,1069.338961,0.004083689,35.84445004,10.18035315,209.4237627,0.020378662,25.97066611,5.36264962,478.0148958,0.013967098,100.9450614,13.5150246,3789.37075,0.01442794,23.16832447,7.244982587,738.6027964,0.002804369,28.63809388,10.63027128,103.5701471,0.0102201,31.170408,5.381632342,431.7399226,0.013100893,107.3019602,13.51270859,1312.174056,0.004978482,25.15703102,7.155488622,1009.253905,0.003846174,49.14071827,10.98343954,102.0339335,0.010581751,28.17509675,6.380381699,363.1423768,0.010822297,113.2262679,13.16488174,4,15,0.5,1702.484538,浙江,杭州,拱墅,体育场路260号小区,34400,拱墅 - 武林 - 体育场路260号,120.164334,30.272431
1936,1936,993.183271,0.005787186,22.59937902,6.110147966,578.6505406,0.003389974,35.74384744,10.75272173,77.52343898,0.009756197,33.41569127,5.716368055,124.2127811,0.006291262,77.74774834,10.3372839,2243.541774,0.013011088,23.07561799,7.160453177,441.1551321,0.002765911,26.61326143,11.27447817,51.98902549,0.006374818,24.42583281,5.077794509,142.0890235,0.007279692,96.01383456,10.55043324,817.6620445,0.004917759,24.86487468,6.966551842,561.1530513,0.003353664,48.82874359,11.34765872,36.65381299,0.004577111,21.28653292,6.368099952,93.28419694,0.00484808,87.34437207,11.4340178,4,15,0.5,3171.613282,浙江,杭州,上城,城南家园,34836,上城 - 望江 - 凤山桥直街4号,120.170809,30.227414
1937,1937,1318.942135,0.008173678,20.442861,5.954119286,747.389693,0.004532969,30.53544604,9.982557079,60.62970396,0.007883805,22.67227149,5.797083472,201.747241,0.009437099,80.740301,11.85655099,2565.286243,0.017125862,23.04541383,7.259061665,556.6793674,0.003462869,28.7610544,10.28234358,82.25292028,0.010296089,19.33694278,5.348934056,179.8116244,0.009445461,100.7680059,11.46869578,1067.4774,0.006910527,23.55047482,6.959273714,617.559753,0.003905387,43.64236069,11.09684044,45.56944229,0.005685314,21.48210477,6.301282796,117.7090561,0.00633386,86.6668388,11.79912137,4,15,1.2,5769.186876,浙江,杭州,西湖,山水人家秋水苑,35382,西湖 - 文三路 - 莲花街56号,120.103733,30.275434
1938,1938,936.6533611,0.005516413,21.34473822,6.340819523,469.8791441,0.002778303,32.16284987,9.853371315,69.51784164,0.022545344,21.58356557,5.306339804,149.8063445,0.010467377,60.6465235,10.33879294,2381.556442,0.014999556,22.77455435,7.192171496,488.1329156,0.003010577,30.5275988,10.2641948,44.60532199,0.015818851,18.62137972,5.332543629,102.9180649,0.007200265,70.7147267,11.03795697,961.7102169,0.006481844,23.24653333,7.031715838,554.1450256,0.003468202,44.29669517,10.73393217,32.19893775,0.009293814,20.7007917,5.685812967,93.57280399,0.006658704,80.66622047,10.99127702,4,15,0.9,7321.364932,浙江,杭州,拱墅,蔡马人家,35739,拱墅 - 拱宸桥 - 茶汤路66号,120.145727,30.32867
1939,1939,115.6104025,0.002249447,22.27003962,7.020988855,80.9217507,0.001522649,27.14941483,7.074922991,0.358908054,0.000383583,0,1,5.217452452,0.002168614,71.63697548,3.571652367,381.1316532,0.007557882,19.78878168,7.043288509,99.49622837,0.001900261,24.61758155,9.663418265,1.488921969,0.007536711,0,1,4.565885001,0.001813462,66.69534318,4.455659734,218.5129493,0.004157701,23.17396428,7.248134563,118.9137864,0.002293983,40.40140795,7.801331442,0.400233324,0.00085983,0,2,7.835199928,0.003995932,84.36571486,6.44976425,6,15,0.5,20352.02914,浙江,杭州,余杭,绿城桃源小镇兰颂苑,35933,余杭 - 闲林 - 沈邱线,119.957261,30.224479
1940,1940,1593.279283,0.007128021,21.23244884,6.153160697,845.7013779,0.00373563,32.77172694,10.26796909,105.609017,0.01309558,27.39683302,5.604239458,244.0309017,0.008213651,102.2717117,12.85891529,3377.686102,0.015484374,23.17178162,7.244275109,704.4368417,0.003182716,29.4307285,10.30406961,82.25401487,0.010905916,27.26406254,5.184951736,322.4750539,0.011152572,112.4530966,13.4426719,1248.885332,0.005779036,23.85051765,7.057866296,805.9915637,0.00360239,45.86312364,11.17573269,64.72670058,0.008879572,27.07128493,6.964045993,224.9540108,0.007780518,107.177444,12.86788336,4,15,1.2,5184.688298,浙江,杭州,拱墅,湖墅嘉园,35943,拱墅 - 湖墅 - 湖墅北路77号,120.136053,30.303393
1941,1941,452.871397,0.008342547,19.85787592,5.636839514,187.381265,0.003425062,29.85011716,9.592076655,61.96172336,0.011103752,23.11378131,4.043403135,42.46354773,0.003939576,80.61302951,10.58871715,900.2276534,0.01768681,23.73698146,7.140401578,166.6271974,0.003331697,24.8006237,10.8882659,44.00872097,0.007719974,19.42082843,5.332798043,23.90041172,0.002211321,76.73015117,8.019237545,418.1673189,0.008274221,22.24749113,6.80239219,212.1899791,0.004383401,38.31189077,10.23878627,32.04922962,0.005686125,27.79528621,6.187738114,28.69439513,0.00301303,71.75212496,11.31427844,4,15,2.4,8191.443002,浙江,杭州,滨江,钱江湾花园,36489,滨江 - 钱江湾 - 东信大道99号,120.128083,30.180373
1942,1942,1773.958414,0.008511783,20.95521772,6.099527986,978.949062,0.004656133,32.2212601,10.14448368,105.8404476,0.01388501,24.39060425,5.165831995,226.2206042,0.008474055,79.22657439,12.38376668,3561.643466,0.017124849,23.1095798,7.216007541,778.5531681,0.003705817,28.68852275,10.30957649,62.49810784,0.008336098,24.11184501,5.709352618,221.7003915,0.008200518,83.63589432,12.51361317,1367.137556,0.006641289,23.82429407,7.047991791,868.4240877,0.004096541,45.35591655,11.01234112,59.50333617,0.007745769,24.57226777,6.286429703,181.7570706,0.006822059,73.13340651,11.94162543,4,15,0.8,5223.245134,浙江,杭州,西湖,学苑春晓(公寓住宅),36749,西湖 - 翠苑 - 学院路229号,120.123663,30.295682
1943,1943,1510.648207,0.006147558,21.95274898,6.331613893,803.3911031,0.003279384,34.78821752,10.18731141,101.283222,0.017756645,24.97488917,5.47617319,215.3212071,0.008561012,63.96794096,10.37071315,3112.31852,0.01314348,22.75114325,7.233605742,635.3960172,0.002707428,30.22919135,10.73419715,26.5622224,0.003923745,21.67929999,4.705928692,91.31631392,0.003316436,70.34822545,10.23975151,1101.156688,0.004725203,24.50575102,7.111373627,770.7228511,0.003211202,47.51696147,11.16059026,25.59018483,0.003806698,23.3390792,6.66612093,73.13849085,0.002747683,79.55930532,8.760680386,4,15,1.6,3976.830522,浙江,杭州,拱墅,现代雅苑,37129,拱墅 - 和平 - 绍兴路279号,120.167086,30.295306
1944,1944,580.7447743,0.007467634,21.97120093,5.895796343,303.9356334,0.00386703,34.09521928,9.764614257,40.8247547,0.008899218,39.07416176,3.998927457,41.93269511,0.005478878,84.39651586,6.288823602,1309.753348,0.016378083,23.09790778,7.293295684,293.5420156,0.004065612,25.47397138,11.05225624,14.37009092,0.003146814,17.34258132,4.880874668,45.4717693,0.005599993,78.74962802,5.315484428,594.8868322,0.007412218,23.55057938,6.949244202,348.2686673,0.004652342,43.38830369,10.52017869,15.64287175,0.003181154,22.64852648,5.504744467,34.53116516,0.004555362,93.9779042,5.237206389,4,15,2.55,4740.860058,浙江,杭州,上城,十亩田家园,37202,上城 - 复兴 - 化仙桥路27号,120.154185,30.209299
1945,1945,1675.17066,0.006728001,22.05328856,6.240989558,1052.854383,0.004325527,34.97845282,10.33139615,122.5376375,0.017729392,21.07055783,5.450448529,200.1121632,0.010824037,130.9579831,11.4009209,3268.894837,0.013347943,23.46177122,7.277146212,704.5660809,0.002922598,29.22420755,10.49545373,64.57821422,0.008763768,31.70864503,5.408095865,132.772088,0.007179288,162.2420111,12.32984489,1215.538988,0.004981834,25.17102944,7.189512202,949.6378441,0.003930547,48.91968054,11.18345642,37.81096912,0.005363636,28.01389668,7.030450274,109.0531882,0.005772838,125.6904267,10.30146358,4,15,0.5,2307.553095,浙江,杭州,西湖,第五干休所,38400,西湖 - 黄龙 - 保俶路193号,120.141172,30.272062
1946,1946,1584.798877,0.006292291,22.01259397,6.315153886,855.3288943,0.00339862,34.81956727,10.20202851,82.62590091,0.017775175,25.89024107,5.953071534,178.0865962,0.006879258,67.58376156,10.81663726,3232.666626,0.013247229,22.80105955,7.231102526,657.2244595,0.002696504,29.95951873,10.73105904,27.24085229,0.004649979,22.12500383,5.337596837,91.95671713,0.003152247,73.0986505,10.85710195,1130.063939,0.004665612,24.66130679,7.100013679,810.5590136,0.003262657,47.67878317,11.17576967,22.51136308,0.003403507,22.5833809,6.524725097,71.63910257,0.002528529,82.07295104,10.07176992,4,15,1.6,3706.368935,浙江,杭州,拱墅,野风现代名苑,39618,拱墅 - 和平 - 绍兴路183号,120.168849,30.292047
1947,1947,868.6010891,0.013926534,20.07553737,5.668967168,359.7547556,0.005700353,29.96807889,9.452386243,121.7886169,0.031547856,27.95913748,5.242838078,239.021388,0.032123539,84.92447148,13.17240043,1713.749108,0.02675158,23.45771294,7.246665684,328.6480802,0.005037639,24.82259343,11.16477628,107.0475836,0.030700537,24.7985113,4.906944545,280.3168046,0.038933434,70.00742652,12.35437975,826.8326799,0.012795975,22.45510029,6.815704006,400.125869,0.006099036,39.55405971,10.40746449,83.22525672,0.022224014,24.7319864,6.088618074,189.4830592,0.026190567,72.33342558,12.57397347,4,15,3,6996.083389,浙江,杭州,滨江,龙禧大酒店公寓,39886,滨江 - 彩虹城 - 江南大道3788号,120.157487,30.186577
1948,1948,1856.490298,0.00702533,22.30522794,6.314193973,1064.507993,0.004100951,35.73082335,10.14573243,289.398806,0.021743159,24.01674656,5.348185029,549.1306364,0.016289565,99.10456149,13.36733997,3830.014453,0.014728622,23.22879161,7.235849155,735.351966,0.002819012,28.54992898,10.84569067,119.6859565,0.00944434,31.54921801,5.500862015,523.5141573,0.016147622,104.5561793,13.62730066,1328.782854,0.005094076,25.16160936,7.177670491,1013.630481,0.003900174,49.20702201,10.96382012,104.0846751,0.008166604,25.30238491,6.616047251,415.4870698,0.012362277,107.1674702,13.41165459,4,15,0.5,1416.649218,浙江,杭州,拱墅,意盛花苑,40400,拱墅 - 武林 - 中河北路69号,120.165701,30.268577
1949,1949,200.484724,0.002747252,20.79392986,7.032120061,92.29697591,0.001305221,31.57617894,6.905166842,9.104087009,0.002711284,20.51345242,4.747226067,25.53014264,0.002520115,113.3218098,10.1490414,549.0122948,0.009315627,23.05158755,7.20714027,109.9348445,0.001514722,26.7670853,10.75851981,5.985954579,0.001083278,14.99755179,4.254541983,27.23340813,0.002884804,76.08504946,7.64878392,316.310076,0.004356805,22.52754624,7.35737284,124.669023,0.001794833,37.92405284,8.595920851,4.697830809,0.000887744,50.6042622,3.494380069,20.14497951,0.002074365,72.73000309,9.982830708,3,15,5.5,15554.73766,浙江,杭州,临平,广厦天都城爱丽山庄,41205,临平 - 星桥 - 天鹤路,120.236566,30.390922
1950,1950,1246.343907,0.006161463,21.18484538,6.114216157,760.5038794,0.003857051,32.33134711,10.47530151,88.48360867,0.022611107,16.71111112,4.339294416,291.6894619,0.019898036,95.32333973,12.12416219,2483.98392,0.013057782,23.36431208,7.261802076,540.4056272,0.002823963,28.3860975,10.45858886,57.60004485,0.015041698,18.07405503,4.97415816,247.0305191,0.015591143,101.2792948,12.21528845,977.0686917,0.00506121,24.24901338,7.144590351,635.7000216,0.003365751,45.61999478,11.35735964,45.21639362,0.01109245,26.22043818,5.81642893,194.8950815,0.012602685,82.76416929,11.61226866,4,15,0.5,3748.079691,浙江,杭州,西湖,"玉古路167,169号小区",41308,西湖 - 黄龙 - 玉古路167-171号,120.123225,30.269901
1951,1951,1320.272963,0.007587208,22.65455938,6.159570318,700.0884283,0.004192213,36.12168129,10.40149539,182.5837669,0.021051869,24.28395502,5.765334663,176.7391614,0.009159768,115.8700528,10.36749347,2760.660146,0.015635191,23.35638449,7.22285605,531.8248185,0.003293371,29.19796708,11.00603641,119.9128503,0.013843561,23.97748774,5.87057959,185.3107296,0.010251892,128.6719712,11.43072447,1033.57748,0.005901998,24.53653766,7.024838701,698.9486409,0.004197548,47.98048155,11.38683727,109.9159453,0.012873097,25.65557258,6.421448432,148.4096824,0.008330299,144.1377365,11.94862819,4,15,0.4,4167.10779,浙江,杭州,上城,近江六园,42720,上城 - 近江 - 富春路191号,120.194679,30.236316
1952,1952,1737.486102,0.006616734,22.40820353,6.321627478,1023.099502,0.003992373,36.24897091,10.05574113,329.555398,0.044168679,29.54842246,5.593295264,699.1472478,0.028394171,110.4885327,13.32068512,3560.121982,0.013837239,23.36262291,7.222217482,694.876169,0.002706308,28.74531725,10.65768782,232.1748426,0.030298696,34.69199557,5.489310459,733.205734,0.02988979,115.9162864,13.52785428,1246.705269,0.004825912,25.3345582,7.22542965,967.8305228,0.003783247,49.6039549,10.81982063,202.3694492,0.025939948,27.20548373,6.677750661,513.0598614,0.020254298,113.3777286,12.7903417,4,15,0.5,914.3241878,浙江,杭州,拱墅,武林路208号小区,42800,拱墅 - 孩儿巷 - 武林路208号,120.156481,30.265506
1953,1953,147.9052173,0.002813443,22.06608144,6.837466865,104.2313047,0.001916671,27.28507134,7.967487636,4.671710694,0.002716139,0,3.746748298,6.903028944,0.002562055,96.26735717,4.559014114,458.3818927,0.00885611,19.83395809,7.097704468,128.7273306,0.002395974,24.08749215,10.33324616,6.272612218,0.003560405,17.5547966,5.743491775,9.708772617,0.00259651,75.38470248,6.073824187,275.8087277,0.005140342,23.37740491,7.213639675,150.0231998,0.002814401,40.9208397,8.660049458,4.975119292,0.002861491,22.60420716,5.656854249,9.362770285,0.002717922,78.69688694,5.802233094,3,15,4.5,20262.30037,浙江,杭州,余杭,绿城桃源小镇麓云苑(公寓住宅),42833,余杭 - 闲林 - 圣地路,119.957382,30.229856
1954,1954,1558.053521,0.006387552,21.77492275,6.222630998,843.1949049,0.003433964,34.36689778,10.34699829,185.0712965,0.019426241,26.21483046,5.720158703,359.2145283,0.010720576,79.74578699,10.90529283,3176.451901,0.013364558,23.28824782,7.289492562,651.4480403,0.002718793,30.19495858,10.33766346,64.9344563,0.0068919,38.29545428,5.381820949,235.3733998,0.006981387,89.84941112,11.0776202,1164.759637,0.004941662,24.26989497,7.102656971,796.6034963,0.003280206,47.61849202,11.42028566,67.62032498,0.007715903,22.91903197,6.961169603,166.8610866,0.004964776,94.88154745,11.0709086,4,15,2,4243.661246,浙江,杭州,拱墅,蓝色霞湾,43197,拱墅 - 大关 - 假山路89-105号,120.148849,30.297918
